352,"['16.228155,-93.752155', '30/01/2020']"
353,"['16.2260616667,-93.782825', '30/01/2020']"
354,"['16.2260616667,-93.782825', '30/01/2020']"
355,"['16.2260616667,-93.782825', '30/01/2020']"
356,"['16.2260616667,-93.782825', '30/01/2020']"
357,"['16.2260616667,-93.782825', '30/01/2020']"
358,"['16.2260616667,-93.782825', '30/01/2020']"
359,"['16.2260616667,-93.782825', '30/01/2020']"
360,"['16.2260616667,-93.782825', '30/01/2020']"
361,"['16.2233566667,-93.812705', '30/01/2020']"
362,"['16.2233566667,-93.812705', '30/01/2020']"
363,"['16.2233566667,-93.812705', '30/01/2020']"
364,"['16.2233566667,-93.812705', '30/01/2020']"
365,"['16.2233566667,-93.812705', '30/01/2020']"
366,"['16.2233566667,-93.812705', '30/01/2020']"
367,"['16.2233566667,-93.812705', '30/01/2020']"
368,"['16.2233566667,-93.812705', '30/01/2020']"
369,"['16.2233566667,-93.812705', '30/01/2020']"
370,"['16.214485,-93.842285', '30/01/2020']"
371,"['16.214485,-93.842285', '30/01/2020']"
372,"['16.214485,-93.842285', '30/01/2020']"
373,"['16.214485,-93.842285', '30/01/2020']"
374,"['16.214485,-93.842285', '30/01/2020']"
375,"['16.214485,-93.842285', '30/01/2020']"
376,"['16.214485,-93.842285', '30/01/2020']"
377,"['16.214485,-93.842285', '30/01/2020']"
378,"['16.200455,-93.87149', '30/01/2020']"
379,"['16.200455,-93.87149', '30/01/2020']"
380,"['16.200455,-93.87149', '30/01/2020']"
381,"['16.200455,-93.87149', '30/01/2020']"
382,"['16.200455,-93.87149', '30/01/2020']"
383,"['16.200455,-93.87149', '30/01/2020']"
384,"['16.200455,-93.87149', '30/01/2020']"
385,"['16.200455,-93.87149', '30/01/2020']"
386,"['16.200455,-93.87149', '30/01/2020']"
387,"['16.2054783333,-93.9036483333', '30/01/2020']"
388,"['16.2054783333,-93.9036483333', '30/01/2020']"
389,"['16.2054783333,-93.9036483333', '30/01/2020']"
390,"['16.2054783333,-93.9036483333', '30/01/2020']"
391,"['16.2054783333,-93.9036483333', '30/01/2020']"
392,"['16.2054783333,-93.9036483333', '30/01/2020']"
393,"['16.2054783333,-93.9036483333', '30/01/2020']"
394,"['16.2054783333,-93.9036483333', '30/01/2020']"
